Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
27	Spectrogram 1	5	54.510	54.600	4000.0	18000.0	8789.1	Trillphee	3.122762	9.524362	2.134043	2.686151	58.907949	0.000000
28	Spectrogram 1	5	60.070	62.040	4000.0	18000.0	8203.1	Phee	2.506977	17.764977	0.055502	5.171460	65.697404	0.000000
29	Spectrogram 1	5	62.570	64.000	4000.0	18000.0	7812.5	Phee	-2.437467	21.145000	0.317044	8.245010	41.680691	0.000000
30	Spectrogram 1	5	65.170	65.570	4000.0	18000.0	7421.9	Twitter	1.044595	7.227582	0.431764	-0.035990	29.944895	0.000000
31	Spectrogram 1	6	65.630	66.330	4000.0	18000.0	7226.6	Twitter	0.691887	10.376911	-1.369381	0.493650	30.738643	0.000000
32	Spectrogram 1	5	68.820	68.950	4000.0	18000.0	7031.2	Twitter	-0.415057	4.507515	0.601359	-0.393318	22.538030	0.000000
33	Spectrogram 1	5	69.070	69.600	4000.0	18000.0	6835.9	Twitter	-1.626672	7.136084	0.611534	0.111020	22.189246	0.000000
34	Spectrogram 1	6	69.930	72.020	4000.0	18000.0	7226.6	Twitter	-0.984612	11.382610	-0.337862	0.862316	22.931260	0.000000
35	Spectrogram 1	6	82.630	82.810	4000.0	18000.0	7617.2	Trill	6.163161	10.597188	-0.657961	-0.632526	55.620711	0.000000
36	Spectrogram 1	5	82.870	82.910	4000.0	18000.0	9179.7	Sd-peep	4.073094	8.140029	1.231862	0.380312	46.809708	0.000000
37	Spectrogram 1	6	82.950	82.980	4000.0	18000.0	7226.6	Trillphee	7.572284	10.074712	-7.576706	0.577714	52.726890	0.000000
38	Spectrogram 1	6	83.060	83.100	4000.0	18000.0	9375.0	P-peep	3.170597	8.001427	-0.168116	1.457017	39.583004	0.000000
39	Spectrogram 1	5	84.430	84.570	4000.0	18000.0	8398.4	Phee	2.589309	12.157474	1.121532	2.723822	68.276848	0.000000
40	Spectrogram 1	5	84.620	85.550	4000.0	18000.0	8593.7	Phee	6.200848	17.454781	2.817311	5.452755	92.013895	0.000000
41	Spectrogram 1	6	88.330	88.400	4000.0	18000.0	6835.9	Twitter	0.785193	4.791315	-0.556464	-0.597916	20.894108	0.000000
42	Spectrogram 1	5	88.450	88.560	4000.0	18000.0	7421.9	Trill	4.322842	9.084660	2.082578	1.997538	59.634399	0.000000
43	Spectrogram 1	5	89.040	89.160	4000.0	18000.0	8984.4	Trillphee	4.932229	13.116173	2.444902	3.214295	70.022595	0.000000
44	Spectrogram 1	6	89.200	89.560	4000.0	18000.0	8984.4	Trillphee	4.668585	13.862952	-1.607655	2.452270	68.234044	0.000000
45	Spectrogram 1	5	92.810	94.050	4000.0	18000.0	6250.0	Twitter	-0.581624	14.128800	0.966091	1.725445	25.357974	0.000000
46	Spectrogram 1	5	94.820	95.300	4000.0	18000.0	8789.1	Trill	3.615375	8.723722	1.645476	1.796118	44.158286	0.000000
47	Spectrogram 1	5	95.440	95.480	4000.0	18000.0	9960.9	Sd-peep	6.228183	12.498718	2.304136	3.730392	77.378505	0.000000
1783	Spectrogram 1	2	97.240	97.630	4000.0	18000.0	5859.4	Trill	5.601829	14.817038	NaN	NaN	49.173406	0.000000
48	Spectrogram 1	5	100.570	100.930	4000.0	18000.0	4687.5	Trillphee	6.568878	10.041301	3.015257	-0.225344	30.578236	0.000000
49	Spectrogram 1	6	106.160	107.260	4000.0	18000.0	4687.5	Trillphee	5.000471	11.731934	-1.233071	1.002871	57.588926	0.000000
1784	Spectrogram 1	2	110.670	110.850	4000.0	18000.0	4882.8	Twitter	3.971492	5.663778	NaN	NaN	17.173792	0.000000
50	Spectrogram 1	5	111.110	112.110	4000.0	18000.0	8593.7	Trillphee	7.867738	16.931021	10.646922	8.198349	86.495745	0.000000
1785	Spectrogram 1	2	112.930	113.040	4000.0	18000.0	4296.9	Twitter	6.931691	11.142859	NaN	NaN	20.171744	0.000000
51	Spectrogram 1	5	115.120	115.660	4000.0	18000.0	8789.1	Trillphee	4.343784	7.321384	6.279233	-0.763060	31.765662	0.000000
52	Spectrogram 1	6	120.620	120.700	4000.0	18000.0	4296.9	Trill	1.018738	3.919613	-1.699130	-2.041007	29.869781	0.000000
53	Spectrogram 1	6	121.100	121.320	4000.0	18000.0	4101.6	Trill	6.611040	10.558693	-1.972477	-1.784264	57.205819	0.000000
54	Spectrogram 1	5	133.180	133.490	4000.0	18000.0	9375.0	Trill	2.820958	7.614691	1.141784	1.141283	43.794703	0.000000
55	Spectrogram 1	6	133.540	133.700	4000.0	18000.0	7031.2	P-peep	1.364427	5.735743	-0.296726	-0.041841	31.809640	0.000000
56	Spectrogram 1	5	133.800	133.850	4000.0	18000.0	7421.9	Trill	1.374649	3.284855	0.147130	-0.255882	31.080237	0.000000
57	Spectrogram 1	5	138.600	140.480	4000.0	18000.0	8203.1	Phee	1.340716	22.513615	0.079908	8.346240	59.865623	0.000000
58	Spectrogram 1	6	140.950	142.380	4000.0	18000.0	8007.8	Phee	0.979888	26.323336	-0.060505	10.706473	62.664413	0.000000
59	Spectrogram 1	5	147.850	149.650	4000.0	18000.0	8398.4	Phee	-0.492629	23.615015	0.859835	9.286840	55.165475	0.000000
1715	Spectrogram 1	1	152.410	152.440	4000.0	18000.0	9570.3	P-peep	4.444238	10.419682	NaN	NaN	36.978621	0.000000
60	Spectrogram 1	6	154.210	154.680	4000.0	18000.0	6250.0	Trill	5.280838	9.666119	-1.545672	0.398197	54.479237	0.000000
61	Spectrogram 1	5	154.870	154.990	4000.0	18000.0	8984.4	Trillphee	3.150903	9.769915	2.241406	3.734202	52.916929	0.000000
62	Spectrogram 1	5	157.790	158.710	4000.0	18000.0	9960.9	P-peep	4.619364	10.722513	5.074046	6.432232	63.433915	0.000000
63	Spectrogram 1	5	158.740	158.780	4000.0	18000.0	10156.2	Tse	6.063207	12.183467	7.713994	8.892328	70.772052	0.000000
1786	Spectrogram 1	2	186.640	186.710	4000.0	18000.0	4296.9	Twitter	5.407236	8.553944	NaN	NaN	20.239484	0.000000
1787	Spectrogram 1	2	188.800	188.830	4000.0	18000.0	11328.1	Twitter	6.756768	10.779098	NaN	NaN	19.579794	0.000000
64	Spectrogram 1	5	189.910	191.020	4000.0	18000.0	4101.6	Phee	1.437222	6.474443	0.548572	0.141692	36.609258	0.000000
65	Spectrogram 1	6	192.400	192.540	4000.0	18000.0	4296.9	P-peep	5.763229	8.357755	-0.410663	-3.415709	48.700924	0.000000
66	Spectrogram 1	6	194.580	194.680	4000.0	18000.0	7226.6	Trill	4.123950	6.626942	-4.048614	-1.270056	32.815241	0.000000
67	Spectrogram 1	5	195.570	196.330	4000.0	18000.0	4101.6	Trill	6.117275	13.318281	7.067500	1.452737	60.323140	0.000000
68	Spectrogram 1	5	199.100	201.030	4000.0	18000.0	8203.1	Phee	1.300841	11.819773	1.407678	1.901277	42.464633	0.000000
69	Spectrogram 1	6	201.480	201.630	4000.0	18000.0	6054.7	Trill	3.594306	6.231044	-7.226791	-0.596533	33.778921	0.000000
1716	Spectrogram 1	1	202.400	203.710	4000.0	18000.0	8398.4	Trillphee	10.957315	21.519309	NaN	NaN	114.647817	0.000000
1717	Spectrogram 1	1	203.920	204.560	4000.0	18000.0	8398.4	Phee	10.873018	22.859994	NaN	NaN	124.419231	0.000000
70	Spectrogram 1	5	211.180	211.930	4000.0	18000.0	8789.1	Trillphee	3.876862	9.340689	5.951051	2.591914	53.999159	0.000000
71	Spectrogram 1	5	212.090	212.140	4000.0	18000.0	13867.2	P-peep	3.724187	5.928022	1.130085	0.240052	40.187082	0.000000
72	Spectrogram 1	6	214.720	216.200	4000.0	18000.0	8007.8	Phee	-1.000128	15.333042	-0.665759	4.577686	42.891408	0.000000
73	Spectrogram 1	5	218.490	218.590	4000.0	18000.0	15625.0	Trill	7.858711	11.259801	0.357663	-0.068871	49.290588	0.000000
74	Spectrogram 1	5	227.120	227.210	4000.0	18000.0	7226.6	Trill	2.393270	5.412713	0.784367	0.120840	28.111129	0.000000
75	Spectrogram 1	5	228.140	228.460	4000.0	18000.0	7031.2	Twitter	0.946900	6.407881	0.716117	0.040828	29.349659	0.000000
76	Spectrogram 1	5	231.630	231.670	4000.0	18000.0	8007.8	Sd-peep	5.096949	9.388000	0.959001	0.838301	52.283336	0.000000
77	Spectrogram 1	5	231.760	231.800	4000.0	18000.0	9765.6	P-peep	3.026399	10.084803	0.950512	1.736918	41.591032	0.000000
78	Spectrogram 1	5	231.840	231.880	4000.0	18000.0	9960.9	Sd-peep	7.642715	13.868002	1.865266	2.438189	78.165856	0.000000
79	Spectrogram 1	5	231.930	232.270	4000.0	18000.0	9570.3	P-peep	4.580404	13.879438	4.381551	6.964104	72.281822	0.000000
80	Spectrogram 1	5	232.670	232.710	4000.0	18000.0	8593.7	Trill	3.982931	5.127568	0.914895	-0.107027	28.323659	0.000000
81	Spectrogram 1	5	236.040	236.140	4000.0	18000.0	14648.4	Trill	1.394907	4.302425	0.084450	-0.404544	30.381493	0.000000
82	Spectrogram 1	5	241.730	243.640	4000.0	18000.0	8203.1	Phee	1.870681	20.786029	1.829880	7.351882	56.273960	0.000000
83	Spectrogram 1	5	244.910	245.560	4000.0	18000.0	8789.1	Trillphee	3.690754	7.830299	1.327559	0.678681	40.721159	0.000000
84	Spectrogram 1	5	248.110	249.810	4000.0	18000.0	8984.4	Trill	4.942632	10.879479	1.930248	1.149539	52.066754	0.000000
85	Spectrogram 1	5	250.930	251.730	4000.0	18000.0	8398.4	Trillphee	1.153805	9.450123	1.978782	1.860616	46.552085	0.000000
86	Spectrogram 1	6	252.360	253.960	4000.0	18000.0	8007.8	Phee	0.448112	17.765691	-1.714098	6.445545	53.243422	0.000000
87	Spectrogram 1	5	254.160	255.350	4000.0	18000.0	7617.2	Trillphee	1.252350	12.545010	0.114673	2.044188	47.744815	0.000000
88	Spectrogram 1	6	255.710	255.770	4000.0	18000.0	4882.8	Twitter	1.266254	6.654266	-8.476764	-1.730238	29.707429	0.000000
89	Spectrogram 1	6	255.880	255.980	4000.0	18000.0	5664.1	Twitter	1.033319	6.951752	-5.755427	-0.456513	26.610744	0.000000
90	Spectrogram 1	6	256.040	256.130	4000.0	18000.0	4296.9	Twitter	1.919099	8.035557	-0.447394	-1.936776	28.473761	0.000000
91	Spectrogram 1	5	256.180	256.280	4000.0	18000.0	6445.3	Twitter	0.408927	7.673960	4.167337	-2.374263	29.491161	0.000000
92	Spectrogram 1	5	256.320	256.430	4000.0	18000.0	6250.0	Twitter	2.389704	8.538771	6.911238	0.230816	30.686327	0.000000
93	Spectrogram 1	5	256.460	256.700	4000.0	18000.0	6250.0	Twitter	2.389778	7.943971	5.234879	-0.006532	28.276773	0.000000
94	Spectrogram 1	5	256.730	256.830	4000.0	18000.0	7226.6	Twitter	2.175556	8.227863	7.327826	0.425871	26.942510	0.000000
95	Spectrogram 1	5	256.860	257.090	4000.0	18000.0	6250.0	Twitter	1.353245	6.713966	0.505253	0.254864	24.653528	0.000000
96	Spectrogram 1	5	257.710	258.110	4000.0	18000.0	6835.9	Trill	4.227532	6.161308	2.632341	-1.960713	31.583359	0.000000
97	Spectrogram 1	5	263.030	264.740	4000.0	18000.0	7812.5	Phee	0.844844	18.063969	4.741525	3.432832	42.432849	0.000000
98	Spectrogram 1	5	264.850	266.180	4000.0	18000.0	7617.2	Phee	2.429079	20.679336	3.754882	6.440682	57.823866	0.000000
99	Spectrogram 1	6	268.020	268.230	4000.0	18000.0	4687.5	Sd-peep	8.524454	10.627517	-6.908127	-0.500902	29.109950	0.000000
100	Spectrogram 1	5	269.960	270.640	4000.0	18000.0	9375.0	Trillphee	1.656352	6.962199	1.430536	1.270308	38.699356	0.000000
101	Spectrogram 1	5	270.790	271.310	4000.0	18000.0	8593.7	Trillphee	3.658338	8.390259	0.936682	1.669248	49.522922	0.000000
102	Spectrogram 1	6	274.560	278.860	4000.0	18000.0	4882.8	Trill	0.048853	13.042973	-2.821073	1.440502	32.101610	0.000000
1788	Spectrogram 1	2	275.920	276.020	4000.0	18000.0	11132.8	Twitter	4.501146	20.345100	NaN	NaN	36.545464	0.000000
103	Spectrogram 1	6	278.940	279.580	4000.0	18000.0	7226.6	Phee	0.647427	12.760060	-2.822412	1.350653	39.976696	0.000000
104	Spectrogram 1	5	283.120	284.830	4000.0	18000.0	6640.6	Twitter	0.418348	8.375504	0.308359	0.479411	27.359428	0.000000
1789	Spectrogram 1	2	296.190	296.260	4000.0	18000.0	6640.6	Trill	4.117323	9.990833	NaN	NaN	36.004717	0.000000
105	Spectrogram 1	5	297.110	297.160	4000.0	18000.0	6054.7	P-peep	2.587142	7.848909	0.972240	0.004147	28.341709	0.000000
106	Spectrogram 1	6	297.510	297.590	4000.0	18000.0	5468.7	Twitter	1.456655	8.336654	-0.139368	-0.734274	29.487383	0.000000
107	Spectrogram 1	6	297.650	297.710	4000.0	18000.0	4296.9	Twitter	-0.600625	8.341266	-1.639322	-0.836613	21.056349	0.000000
108	Spectrogram 1	6	297.780	297.860	4000.0	18000.0	15625.0	Twitter	1.720558	9.275621	-0.438305	-1.179772	25.889421	0.000000
109	Spectrogram 1	5	297.890	297.980	4000.0	18000.0	6054.7	Twitter	2.704621	9.940503	0.366915	-0.026450	28.953574	0.000000
110	Spectrogram 1	6	298.010	298.200	4000.0	18000.0	7421.9	Trill	2.201766	8.163840	-0.429484	-0.033502	31.831227	0.000000
111	Spectrogram 1	6	299.350	299.980	4000.0	18000.0	5078.1	Twitter	0.827938	9.235209	-0.316016	0.272018	26.396161	0.000000
112	Spectrogram 1	5	300.010	300.780	4000.0	18000.0	6835.9	Twitter	1.399177	9.573136	0.766888	0.678184	28.279551	0.000000
113	Spectrogram 1	6	301.330	301.950	4000.0	18000.0	5664.1	Twitter	-0.752956	7.081455	-0.278115	-0.694613	19.851558	0.000000
114	Spectrogram 1	5	302.600	303.460	4000.0	18000.0	8398.4	Trill	3.615242	7.822164	0.287031	0.964463	41.376948	0.000000
115	Spectrogram 1	5	304.170	304.280	4000.0	18000.0	7031.2	Twitter	1.142711	5.472749	0.841702	-0.036619	24.309910	0.000000
116	Spectrogram 1	6	304.320	304.420	4000.0	18000.0	6250.0	Twitter	0.015188	4.921308	-0.188419	-0.405683	23.932478	0.000000
117	Spectrogram 1	5	304.460	304.570	4000.0	18000.0	6835.9	Twitter	0.520013	5.288900	0.722413	-0.008325	22.655542	0.000000
118	Spectrogram 1	5	304.600	304.860	4000.0	18000.0	15820.3	Twitter	0.526804	4.989418	1.046969	-0.026458	21.602990	0.000000
119	Spectrogram 1	5	314.320	314.410	4000.0	18000.0	4296.9	Twitter	0.111026	6.784873	0.280205	-0.339604	25.193437	0.000000
120	Spectrogram 1	5	314.470	314.560	4000.0	18000.0	5468.7	Twitter	0.211350	7.371676	0.415380	-0.066557	25.908389	0.000000
121	Spectrogram 1	5	314.590	314.700	4000.0	18000.0	5273.4	Twitter	0.224638	6.817961	0.352330	-0.372722	24.176874	0.000000
122	Spectrogram 1	6	314.740	314.820	4000.0	18000.0	12890.6	Twitter	0.204921	8.848036	-0.055802	-0.394305	28.120841	0.000000
123	Spectrogram 1	6	314.870	314.970	4000.0	18000.0	7226.6	Trill	-0.629843	7.214511	-1.275171	-0.703017	28.271693	0.000000
124	Spectrogram 1	6	315.000	315.080	4000.0	18000.0	7421.9	Trill	0.789501	8.752883	-1.172176	-0.346819	34.918428	0.000000
125	Spectrogram 1	6	316.390	317.100	4000.0	18000.0	7226.6	Trill	1.099974	6.431818	-0.233958	-0.459648	28.118191	0.000000
126	Spectrogram 1	5	317.720	317.910	4000.0	18000.0	5273.4	Trill	0.710899	6.843240	0.585877	-0.672030	28.156994	0.000000
127	Spectrogram 1	6	317.960	318.800	4000.0	18000.0	6640.6	Twitter	0.011805	8.437828	-1.032895	-0.774299	22.786621	0.000000
128	Spectrogram 1	6	319.590	320.630	4000.0	18000.0	7812.5	Trill	2.419544	11.512417	-4.816991	0.611766	47.454860	0.000000
129	Spectrogram 1	6	321.120	321.210	4000.0	18000.0	4101.6	Twitter	1.052408	12.342018	-7.079127	-0.790977	28.424790	0.000000
130	Spectrogram 1	5	322.480	322.980	4000.0	18000.0	6445.3	Twitter	2.920466	11.126584	2.315679	-0.345882	33.404974	0.000000
131	Spectrogram 1	6	323.450	324.550	4000.0	18000.0	7812.5	Twitter	-4.435391	9.689362	-0.040246	-0.259678	22.330916	0.000000
132	Spectrogram 1	6	329.780	329.970	4000.0	18000.0	5664.1	Trill	1.900329	4.478643	-1.863636	-0.531110	28.339733	0.000000
133	Spectrogram 1	5	331.060	331.750	4000.0	18000.0	8984.4	Trill	3.840898	10.494477	3.514852	3.139798	53.643815	0.000000
134	Spectrogram 1	5	332.000	332.420	4000.0	18000.0	8984.4	Trillphee	3.909411	10.497181	2.396577	1.950303	58.439669	0.000000
135	Spectrogram 1	5	337.870	337.960	4000.0	18000.0	7226.6	Trill	4.476675	9.951131	0.477593	0.121228	39.091486	0.000000
136	Spectrogram 1	5	338.210	338.290	4000.0	18000.0	13867.2	Twitter	-0.142313	6.067374	0.817752	-0.259866	23.809031	0.000000
137	Spectrogram 1	5	338.330	339.460	4000.0	18000.0	7226.6	Twitter	-0.184349	7.896415	0.539876	0.260563	22.124319	0.000000
138	Spectrogram 1	5	342.790	342.870	4000.0	18000.0	5468.7	Twitter	-0.051052	5.937079	0.909265	-0.099419	22.393242	0.000000
139	Spectrogram 1	5	344.440	345.160	4000.0	18000.0	8007.8	Trill	1.120706	6.351740	2.811763	2.178657	30.284977	0.000000
1790	Spectrogram 1	2	345.880	346.290	4000.0	18000.0	8789.1	Trill	3.773859	8.730364	NaN	NaN	39.062511	0.000000
140	Spectrogram 1	6	360.020	360.100	4000.0	18000.0	6445.3	Phee	2.433127	7.826003	-0.044097	-0.693183	44.774846	0.000000
141	Spectrogram 1	6	360.160	360.280	4000.0	18000.0	5664.1	Trill	2.686843	6.379156	-0.781105	0.418766	37.506530	0.000000
1791	Spectrogram 1	2	366.310	366.810	4000.0	18000.0	7812.5	Trill	5.510086	12.978619	NaN	NaN	48.042592	0.000000
142	Spectrogram 1	5	377.030	377.100	4000.0	18000.0	13281.2	Twitter	-1.795201	9.604277	0.518416	0.193037	21.039511	0.000000
1792	Spectrogram 1	2	377.030	377.080	4000.0	18000.0	12695.3	Twitter	5.795002	16.801275	NaN	NaN	30.261675	0.000000
143	Spectrogram 1	5	388.310	389.810	4000.0	18000.0	7031.2	Twitter	-1.282211	5.940609	0.518131	0.070878	20.060584	0.000000
144	Spectrogram 1	5	391.330	391.480	4000.0	18000.0	5273.4	Trill	2.082416	4.738971	0.517944	-0.213081	29.981078	0.000000
145	Spectrogram 1	5	393.890	395.280	4000.0	18000.0	8789.1	Trillphee	1.550030	6.041845	0.029153	-0.753005	31.003922	0.000000
146	Spectrogram 1	5	395.680	396.020	4000.0	18000.0	16992.2	Trill	3.746682	5.910813	0.827148	-0.232693	31.703615	0.000000
147	Spectrogram 1	5	396.900	397.810	4000.0	18000.0	8984.4	Trillphee	2.704759	7.521835	3.117865	3.265888	44.595950	0.000000
148	Spectrogram 1	5	398.040	398.490	4000.0	18000.0	8789.1	Trillphee	1.008787	6.272245	1.682315	1.879420	37.930283	0.000000
149	Spectrogram 1	6	401.260	401.380	4000.0	18000.0	5468.7	Trill	5.345929	7.242212	-6.014297	-1.177361	38.189861	0.000000
150	Spectrogram 1	5	402.030	402.800	4000.0	18000.0	8593.7	Trillphee	-0.093317	9.007401	1.977156	2.197246	43.733501	0.000000
151	Spectrogram 1	5	402.970	403.620	4000.0	18000.0	8789.1	Trillphee	-3.115112	9.503240	2.682721	2.446632	48.116857	0.000000
1718	Spectrogram 1	1	403.780	403.910	4000.0	18000.0	8007.8	Trill	4.799764	11.259041	NaN	NaN	67.471819	0.000000
152	Spectrogram 1	5	406.950	407.640	4000.0	18000.0	7226.6	Trill	3.585415	8.371676	1.381083	1.274730	37.651466	0.000000
153	Spectrogram 1	6	410.680	410.750	4000.0	18000.0	7421.9	Trill	4.074720	8.979120	-1.877166	-1.270705	34.011290	0.000000
154	Spectrogram 1	6	411.360	411.820	4000.0	18000.0	6250.0	Trill	1.267289	8.126936	-1.220504	0.223008	33.654640	0.000000
155	Spectrogram 1	5	412.490	413.530	4000.0	18000.0	4101.6	Trillphee	2.793531	8.697365	0.277733	-1.661278	40.361049	0.000000
156	Spectrogram 1	5	416.010	416.930	4000.0	18000.0	8789.1	Trillphee	6.500018	12.029150	3.425618	4.781175	66.530082	0.000000
157	Spectrogram 1	5	420.480	420.600	4000.0	18000.0	9179.7	Trillphee	2.000465	7.157495	2.366863	2.435929	43.225233	0.000000
158	Spectrogram 1	6	420.790	420.860	4000.0	18000.0	5273.4	Trill	2.135095	4.529751	-0.123797	-0.064828	28.293492	0.000000
159	Spectrogram 1	5	420.910	420.980	4000.0	18000.0	7812.5	Twitter	2.277428	10.056745	4.759604	1.955654	38.487695	0.000000
160	Spectrogram 1	5	421.030	421.100	4000.0	18000.0	7812.5	Twitter	2.472318	11.984950	4.046241	3.486225	41.346271	0.000000
161	Spectrogram 1	5	421.140	421.300	4000.0	18000.0	7812.5	Trill	2.365017	6.868566	1.057792	1.356592	33.086002	0.000000
162	Spectrogram 1	5	422.770	422.850	4000.0	18000.0	7226.6	Trill	4.681590	8.505800	3.348395	-0.438863	32.542564	0.000000
163	Spectrogram 1	5	425.490	426.690	4000.0	18000.0	8789.1	Trillphee	4.614887	10.776199	1.717335	3.514734	56.469684	0.000000
164	Spectrogram 1	5	433.650	434.390	4000.0	18000.0	8789.1	Trillphee	1.849825	6.598937	2.007474	-0.257049	34.349273	0.000000
165	Spectrogram 1	6	436.570	438.170	4000.0	18000.0	7226.6	Phee	1.976099	18.176843	-2.627799	6.232204	58.944747	0.000000
166	Spectrogram 1	5	438.540	439.690	4000.0	18000.0	7421.9	Phee	0.037816	14.775751	0.093255	3.609156	42.707723	0.000000
167	Spectrogram 1	5	442.940	443.030	4000.0	18000.0	16601.6	Trill	3.006551	6.576463	3.413503	-0.310598	38.218539	0.000000
168	Spectrogram 1	6	444.220	444.620	4000.0	18000.0	7031.2	Trill	2.173802	7.798522	-4.696114	-2.056317	35.221447	0.000000
1719	Spectrogram 1	1	446.020	446.100	4000.0	18000.0	5468.7	Trill	8.473334	10.482372	NaN	NaN	30.358827	0.000000
169	Spectrogram 1	6	447.170	448.480	4000.0	18000.0	6250.0	Trill	1.055515	6.434463	-2.241025	-0.343793	31.483969	0.000000
170	Spectrogram 1	6	448.910	449.990	4000.0	18000.0	4687.5	Trill	2.498050	5.710876	-0.750981	-0.472751	33.854161	0.000000
171	Spectrogram 1	5	455.360	456.180	4000.0	18000.0	9375.0	Trillphee	3.733153	10.560870	3.319125	4.135146	57.467346	0.000000
172	Spectrogram 1	6	456.590	458.590	4000.0	18000.0	8007.8	Phee	0.409435	24.412610	-2.094690	9.672282	57.177282	0.000000
173	Spectrogram 1	6	459.000	460.470	4000.0	18000.0	7812.5	Phee	0.503871	22.281796	-0.366854	7.565382	52.669166	0.000000
1793	Spectrogram 1	2	459.010	460.520	4000.0	18000.0	8007.8	Phee	3.994846	24.535913	NaN	NaN	57.035683	0.000000
174	Spectrogram 1	5	464.510	464.580	4000.0	18000.0	7812.5	Trill	6.232544	9.336627	0.041415	-0.599119	37.468999	0.000000
175	Spectrogram 1	5	469.210	470.070	4000.0	18000.0	8984.4	Trill	5.549842	10.313685	0.461473	1.700220	63.562964	0.000000
