Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
19	Spectrogram 1	5	110.750	111.220	4000.0	18000.0	8203.1	Twitter	-1.225430	6.751993	6.999778	-1.034654	22.638853	0.000000
20	Spectrogram 1	6	111.760	112.300	4000.0	18000.0	7226.6	Trill	7.003221	10.396619	-4.781111	3.266334	57.243673	0.000000
21	Spectrogram 1	6	112.410	113.170	4000.0	18000.0	4101.6	Trill	5.616297	11.618954	-2.572292	1.223285	70.758604	0.000000
22	Spectrogram 1	6	113.310	113.990	4000.0	18000.0	4101.6	Trill	6.410450	13.301704	-2.302900	1.202079	81.672210	0.000000
23	Spectrogram 1	5	114.140	114.800	4000.0	18000.0	4296.9	Phee	8.307450	14.113106	2.875290	0.340246	86.470437	0.000000
24	Spectrogram 1	5	117.750	118.900	4000.0	18000.0	4101.6	Trill	0.347609	7.443284	0.919869	-0.944029	28.912270	0.000000
25	Spectrogram 1	6	119.050	119.140	4000.0	18000.0	7421.9	Twitter	-2.847260	12.433820	-2.314706	-0.541827	24.537361	0.000000
26	Spectrogram 1	5	119.180	119.980	4000.0	18000.0	6445.3	Twitter	0.403325	19.960025	0.158569	1.311759	21.573425	0.000000
27	Spectrogram 1	5	120.010	121.300	4000.0	18000.0	6250.0	Twitter	0.284390	15.930606	1.713218	1.269514	24.002474	0.000000
28	Spectrogram 1	6	122.550	122.980	4000.0	18000.0	7617.2	Trill	0.887667	11.865794	-2.002447	-0.322830	33.126200	0.000000
910	Spectrogram 1	2	122.670	123.130	4000.0	18000.0	6835.9	Trill	5.457667	15.830783	NaN	NaN	44.637521	0.000000
29	Spectrogram 1	6	123.040	123.860	4000.0	18000.0	7031.2	Twitter	5.085902	12.568307	-3.436532	0.322577	42.109146	0.000000
30	Spectrogram 1	5	128.180	128.230	4000.0	18000.0	6054.7	Trill	8.030575	10.351990	3.466104	-1.702304	68.622113	0.000000
31	Spectrogram 1	5	163.450	163.770	4000.0	18000.0	4882.8	Trill	1.864831	6.045352	2.798986	-1.052904	33.105840	0.000000
911	Spectrogram 1	2	183.820	184.030	4000.0	18000.0	8203.1	Trillphee	6.774814	11.439634	NaN	NaN	67.900860	0.000000
32	Spectrogram 1	6	187.890	187.970	4000.0	18000.0	8203.1	Trill	2.392658	5.318879	-1.387531	0.390383	29.298779	0.000000
882	Spectrogram 1	1	192.450	192.750	4000.0	18000.0	6640.6	Trill	3.581171	7.719921	NaN	NaN	32.337321	0.000000
33	Spectrogram 1	6	203.320	203.410	4000.0	18000.0	8203.1	Trill	2.157369	5.708145	-1.287270	0.115118	30.999352	0.000000
34	Spectrogram 1	6	205.380	207.110	4000.0	18000.0	7226.6	Phee	3.893581	20.353186	-0.082204	5.227455	68.094441	0.000000
35	Spectrogram 1	5	207.400	209.490	4000.0	18000.0	7421.9	Phee	5.629578	19.522950	3.183004	0.025294	67.644152	0.000000
36	Spectrogram 1	6	209.590	210.390	4000.0	18000.0	5078.1	Phee	10.147759	20.916145	-0.519118	1.325409	100.678343	0.000000
37	Spectrogram 1	6	210.530	210.820	4000.0	18000.0	5664.1	Trill	6.098798	11.438529	-0.791257	0.425469	66.326490	0.000000
38	Spectrogram 1	6	214.050	214.340	4000.0	18000.0	4882.8	Sd-peep	5.228416	7.081610	-0.892061	-1.639345	31.515474	0.000000
39	Spectrogram 1	5	216.520	216.980	4000.0	18000.0	8203.1	Trill	4.074674	8.560036	0.115006	0.119495	39.975567	0.000000
40	Spectrogram 1	6	218.620	219.750	4000.0	18000.0	8984.4	Trill	7.902501	12.992585	-1.758868	1.418530	71.116752	0.000000
41	Spectrogram 1	6	219.980	220.700	4000.0	18000.0	5078.1	Trill	8.080812	12.861175	-1.086208	-0.128605	77.593255	0.000000
42	Spectrogram 1	6	231.440	231.580	4000.0	18000.0	8984.4	Trill	0.727228	5.778313	-1.446744	0.476554	28.103245	0.000000
912	Spectrogram 1	2	239.350	239.460	4000.0	18000.0	8203.1	Trill	5.635083	13.352064	NaN	NaN	46.050723	0.000000
913	Spectrogram 1	2	239.510	239.850	4000.0	18000.0	7812.5	Trill	4.871868	9.523295	NaN	NaN	38.118667	0.000000
43	Spectrogram 1	6	247.800	248.080	4000.0	18000.0	7812.5	Trill	6.835142	12.803292	-4.953910	6.923683	63.988967	0.000000
44	Spectrogram 1	6	252.980	253.300	4000.0	18000.0	7617.2	Trill	9.183077	12.931631	-2.006714	2.229577	72.519533	0.000000
45	Spectrogram 1	5	279.260	279.590	4000.0	18000.0	5468.7	Trill	4.974089	8.684358	0.181388	-0.876972	42.480995	0.000000
46	Spectrogram 1	6	288.660	289.070	4000.0	18000.0	7812.5	Trill	6.710248	9.479692	-0.545080	0.637462	50.463663	0.000000
47	Spectrogram 1	6	294.650	294.940	4000.0	18000.0	8007.8	Trill	4.780365	9.378259	-1.969602	1.611320	44.398630	0.000000
48	Spectrogram 1	6	307.920	308.290	4000.0	18000.0	8398.4	Trill	8.188536	12.621208	-1.798886	0.988128	61.942084	0.000000
914	Spectrogram 1	2	333.640	333.770	4000.0	18000.0	4101.6	Twitter	5.946874	8.179753	NaN	NaN	17.885970	0.000000
49	Spectrogram 1	5	350.450	351.380	4000.0	18000.0	4101.6	Twitter	-0.396222	9.843750	1.621907	-1.873647	23.356142	0.000000
50	Spectrogram 1	5	352.980	353.380	4000.0	18000.0	6445.3	Trill	3.128352	5.784967	0.225385	-0.688997	31.985818	0.000000
51	Spectrogram 1	6	355.250	355.320	4000.0	18000.0	7812.5	Trill	5.581675	8.871450	-1.708564	1.849859	43.070431	0.000000
52	Spectrogram 1	6	355.620	355.920	4000.0	18000.0	4492.2	Trill	2.979218	5.284108	-1.632216	-0.349135	35.040724	0.000000
53	Spectrogram 1	5	355.960	356.000	4000.0	18000.0	6250.0	Twitter	8.238144	12.005134	0.721796	0.941311	84.393893	0.000000
54	Spectrogram 1	5	356.270	357.960	4000.0	18000.0	4101.6	Trill	3.851648	8.389609	0.006521	-1.662128	40.045001	0.000000
55	Spectrogram 1	5	358.010	359.490	4000.0	18000.0	4296.9	Twitter	2.436718	8.084930	0.138888	-1.752121	23.173400	0.000000
56	Spectrogram 1	5	360.050	360.230	4000.0	18000.0	6445.3	Trill	2.258544	6.680670	4.068560	-1.154391	29.446508	0.000000
57	Spectrogram 1	5	360.850	360.940	4000.0	18000.0	10546.9	Twitter	7.015152	18.857619	1.538652	-1.517738	45.437465	0.000000
1057	Spectrogram 1	6	364.861	365.410	3712.9	17079.2	7617.2	Twitter	0	0	0	0	0	0
64	Spectrogram 1	5	366.320	367.830	4000.0	18000.0	6250.0	Twitter	3.910964	14.520058	1.946586	-0.693829	30.412713	0.000000
65	Spectrogram 1	5	368.190	368.280	4000.0	18000.0	5078.1	Twitter	8.109991	10.989146	2.422215	-3.264321	45.429520	0.000000
66	Spectrogram 1	5	368.590	368.690	4000.0	18000.0	6640.6	Trill	6.711331	13.678578	3.191869	-2.426521	33.598981	0.000000
67	Spectrogram 1	5	368.740	368.980	4000.0	18000.0	6054.7	Twitter	5.832708	9.696477	0.312409	-0.806155	39.342719	0.000000
915	Spectrogram 1	2	374.440	374.520	4000.0	18000.0	7421.9	Trill	6.588706	12.318273	NaN	NaN	52.103537	0.000000
69	Spectrogram 1	6	382.110	382.310	4000.0	18000.0	5078.1	Trill	6.077152	9.411690	-2.460845	0.479094	48.691456	0.000000
70	Spectrogram 1	5	384.540	384.730	4000.0	18000.0	4296.9	Trill	10.608153	13.497032	5.403117	-2.089842	69.837021	0.000000
71	Spectrogram 1	6	391.670	392.560	4000.0	18000.0	16015.6	Twitter	-0.296295	9.274039	-0.842191	-2.191988	21.653263	0.000000
72	Spectrogram 1	5	398.790	398.840	4000.0	18000.0	4882.8	Sd-peep	6.916935	8.983910	9.468755	-0.991476	30.945419	0.000000
73	Spectrogram 1	6	404.510	404.770	4000.0	18000.0	6445.3	Twitter	4.446888	7.629643	-5.450765	-0.149217	34.939742	0.000000
74	Spectrogram 1	6	409.120	409.510	4000.0	18000.0	8398.4	Trill	5.940076	8.646255	-1.430465	1.093374	46.861861	0.000000
75	Spectrogram 1	6	414.330	414.480	4000.0	18000.0	7812.5	Trill	5.957261	9.376602	-1.568322	2.022829	49.756530	0.000000
916	Spectrogram 1	2	426.980	427.450	4000.0	18000.0	7226.6	Trill	8.281199	13.879118	NaN	NaN	59.508963	0.000000
76	Spectrogram 1	6	451.890	452.200	4000.0	18000.0	5468.7	Trill	2.472401	6.106981	-0.435709	0.507464	34.547284	0.000000
883	Spectrogram 1	1	468.970	469.010	4000.0	18000.0	5664.1	Trill	5.783047	9.176783	NaN	NaN	32.789744	0.000000
77	Spectrogram 1	6	473.110	473.570	4000.0	18000.0	8398.4	Trill	2.803040	6.205605	-1.366832	0.561213	29.775475	0.000000
78	Spectrogram 1	5	478.620	479.030	4000.0	18000.0	4101.6	Trill	4.814557	8.370408	3.173562	-1.140146	41.107379	0.000000
917	Spectrogram 1	2	482.300	482.400	4000.0	18000.0	6054.7	Trill	6.799337	11.053166	NaN	NaN	46.423016	0.000000
79	Spectrogram 1	6	489.070	489.250	4000.0	18000.0	7812.5	Trill	4.168565	8.956834	-1.024758	-1.829003	30.183369	0.000000
80	Spectrogram 1	5	490.900	491.210	4000.0	18000.0	4101.6	Trill	4.088520	6.461871	3.772584	-2.900281	31.168936	0.000000
81	Spectrogram 1	5	492.250	492.510	4000.0	18000.0	6250.0	Twitter	3.156411	6.505180	0.368018	-2.806284	24.223581	0.000000
82	Spectrogram 1	5	492.550	492.930	4000.0	18000.0	5468.7	Twitter	3.056351	5.987724	1.990987	-1.509531	25.221810	0.000000
83	Spectrogram 1	6	493.580	494.170	4000.0	18000.0	6250.0	Trill	4.024810	7.092407	-0.681679	0.157673	31.828233	0.000000
84	Spectrogram 1	6	495.470	496.160	4000.0	18000.0	4492.2	Trill	2.750011	7.308034	-0.904371	0.432898	40.425830	0.000000
85	Spectrogram 1	5	497.140	497.420	4000.0	18000.0	7226.6	Trill	8.457590	10.500087	2.736101	3.171086	46.469736	0.000000
86	Spectrogram 1	6	502.440	502.760	4000.0	18000.0	8007.8	Trill	10.396169	13.309115	-0.322254	1.538656	73.237482	0.000000
87	Spectrogram 1	6	516.430	516.790	4000.0	18000.0	8007.8	Trill	7.608186	10.811382	-1.778524	0.993275	51.649405	0.000000
88	Spectrogram 1	5	525.920	525.970	4000.0	18000.0	4101.6	Trill	5.372147	8.327171	1.656595	0.239130	44.962249	0.000000
89	Spectrogram 1	5	540.840	541.090	4000.0	18000.0	8007.8	Trill	4.982002	7.913823	2.766455	0.053744	36.160217	0.000000
918	Spectrogram 1	2	560.040	560.170	4000.0	18000.0	8398.4	Trill	6.544680	11.074834	NaN	NaN	44.600985	0.000000
90	Spectrogram 1	5	567.350	568.060	4000.0	18000.0	6835.9	Trill	1.395378	7.392148	1.244263	0.851124	30.979509	0.000000
884	Spectrogram 1	1	567.350	567.420	4000.0	18000.0	6054.7	Twitter	7.583227	12.769601	NaN	NaN	30.717412	0.000000
919	Spectrogram 1	2	567.720	568.090	4000.0	18000.0	8789.1	Phee	5.182346	12.688295	NaN	NaN	55.616418	0.000000
91	Spectrogram 1	5	569.360	569.900	4000.0	18000.0	7031.2	Trill	6.285232	9.667986	2.681261	1.809686	41.321796	0.000000
92	Spectrogram 1	5	569.960	570.020	4000.0	18000.0	7226.6	Trill	8.301870	12.226336	5.722309	6.907349	60.839702	0.000000
93	Spectrogram 1	5	571.740	571.830	4000.0	18000.0	7031.2	Twitter	6.255188	10.056736	2.248959	3.194938	39.951658	0.000000
94	Spectrogram 1	5	571.890	571.970	4000.0	18000.0	7031.2	Twitter	4.934358	11.164016	2.356557	2.327370	29.134445	0.000000
95	Spectrogram 1	5	572.020	572.080	4000.0	18000.0	7031.2	Trill	7.812989	12.538159	8.652802	5.806188	49.721718	0.000000
96	Spectrogram 1	5	572.130	572.200	4000.0	18000.0	7031.2	Trill	5.306308	8.532656	7.350113	3.515507	42.387534	0.000000
97	Spectrogram 1	5	573.810	574.590	4000.0	18000.0	7031.2	Trill	4.631256	8.480138	2.411624	1.998012	36.462906	0.000000
98	Spectrogram 1	6	585.410	585.560	4000.0	18000.0	4882.8	Twitter	1.696965	7.331894	-0.412537	0.378609	23.672337	0.000000
920	Spectrogram 1	2	611.390	611.480	4000.0	18000.0	7226.6	Trill	5.857779	11.660437	NaN	NaN	48.246633	0.000000
99	Spectrogram 1	6	617.640	617.820	4000.0	18000.0	9179.7	Sd-peep	0.910452	5.315107	-2.271379	0.937700	28.163452	0.000000
921	Spectrogram 1	2	619.980	620.070	4000.0	18000.0	4882.8	Twitter	3.772943	5.603045	NaN	NaN	13.741155	0.000000
100	Spectrogram 1	6	622.750	623.170	4000.0	18000.0	17773.4	Trill	4.732095	8.836939	-1.612675	-0.225847	37.196714	0.000000
101	Spectrogram 1	5	633.770	633.870	4000.0	18000.0	6835.9	Trill	0.299246	4.186718	2.013724	-0.154956	36.885464	0.000000
102	Spectrogram 1	6	636.460	636.530	4000.0	18000.0	8007.8	Trill	3.461868	7.545088	-0.226206	0.575315	40.318462	0.000000
885	Spectrogram 1	1	643.050	643.150	4000.0	18000.0	6640.6	Trill	4.813973	7.013476	NaN	NaN	39.409963	0.000000
103	Spectrogram 1	5	646.570	647.020	4000.0	18000.0	17578.1	Trill	4.274859	8.393081	0.482670	-1.187604	28.564763	0.000000
104	Spectrogram 1	5	648.830	649.080	4000.0	18000.0	7031.2	Trill	0.755123	5.886464	0.150586	-0.442965	30.531130	0.000000
105	Spectrogram 1	5	649.240	649.400	4000.0	18000.0	6835.9	Trill	0.687568	6.489361	1.558420	0.840747	34.307344	0.000000
106	Spectrogram 1	6	651.780	651.870	4000.0	18000.0	7421.9	Trill	4.127701	8.690358	-1.066441	1.061030	33.487919	0.000000
107	Spectrogram 1	5	664.670	665.160	4000.0	18000.0	4296.9	Trill	3.465702	6.878795	4.944198	-1.306216	30.871394	0.000000
108	Spectrogram 1	5	666.400	667.070	4000.0	18000.0	7812.5	Trill	4.000464	6.682471	0.222204	0.646209	34.790025	0.000000
109	Spectrogram 1	5	692.480	692.870	4000.0	18000.0	4101.6	Trill	2.444709	5.880223	0.795821	-1.990830	29.963179	0.000000
110	Spectrogram 1	6	697.290	697.360	4000.0	18000.0	8007.8	Trill	10.126589	15.206416	-1.778117	2.573989	76.682776	0.000000
111	Spectrogram 1	6	697.460	697.560	4000.0	18000.0	8007.8	Trill	8.670083	13.070695	-1.888004	1.540319	75.020400	0.000000
112	Spectrogram 1	6	700.350	700.430	4000.0	18000.0	8789.1	Trill	3.219166	8.574443	-0.734389	1.418386	38.104764	0.000000
113	Spectrogram 1	6	700.510	700.540	4000.0	18000.0	5859.4	Trill	3.273028	6.701322	-0.276027	0.189250	37.822172	0.000000
114	Spectrogram 1	6	718.250	719.380	4000.0	18000.0	4296.9	Twitter	2.046879	5.143839	-0.816467	0.050980	21.443660	0.000000
115	Spectrogram 1	6	723.070	724.400	4000.0	18000.0	5468.7	Twitter	4.113911	8.857789	-0.159933	0.184690	40.213451	0.000000
116	Spectrogram 1	6	724.550	724.640	4000.0	18000.0	5664.1	Phee	9.200790	17.608234	-0.401528	1.506064	94.444386	0.000000
117	Spectrogram 1	6	724.770	724.960	4000.0	18000.0	8593.7	Trill	6.548642	10.398711	-0.701850	-0.081385	72.709891	0.000000
118	Spectrogram 1	6	729.170	729.350	4000.0	18000.0	9765.6	Trill	3.590996	8.997374	-1.467276	0.182362	37.557748	0.000000
119	Spectrogram 1	6	729.410	730.800	4000.0	18000.0	6640.6	Twitter	3.719498	11.283225	-0.411920	0.459521	31.904546	0.000000
120	Spectrogram 1	6	733.920	734.400	4000.0	18000.0	8593.7	Trill	3.690429	8.063247	-0.942906	0.955235	35.163666	0.000000
121	Spectrogram 1	5	736.610	736.740	4000.0	18000.0	5078.1	Trill	5.255712	7.500215	1.756349	-1.140325	34.473717	0.000000
122	Spectrogram 1	6	739.060	739.190	4000.0	18000.0	14843.7	Twitter	3.256088	11.677045	-0.019150	-0.214562	36.187914	0.000000
123	Spectrogram 1	6	739.220	740.370	4000.0	18000.0	6835.9	Twitter	3.616832	13.119129	-0.639205	1.566618	30.201252	0.000000
124	Spectrogram 1	5	749.380	749.470	4000.0	18000.0	7031.2	Trill	2.427717	6.567694	3.197708	0.752323	31.080878	0.000000
125	Spectrogram 1	5	753.670	754.010	4000.0	18000.0	5468.7	Trill	4.014882	7.480598	3.358568	-1.238639	35.531027	0.000000
126	Spectrogram 1	5	765.040	765.210	4000.0	18000.0	7031.2	Trill	5.272219	8.955843	1.929380	2.575182	45.800688	0.000000
127	Spectrogram 1	6	775.300	775.400	4000.0	18000.0	6054.7	Trill	4.084689	5.353397	-1.101210	-0.213152	30.144529	0.000000
128	Spectrogram 1	6	780.480	780.670	4000.0	18000.0	4687.5	Trill	1.030136	5.598414	-4.073365	-0.667307	29.846728	0.000000
129	Spectrogram 1	5	781.150	781.230	4000.0	18000.0	9179.7	Trill	1.660120	6.041637	0.370963	-0.605939	31.414344	0.000000
130	Spectrogram 1	5	786.150	786.500	4000.0	18000.0	5468.7	Trill	3.607935	7.970585	0.958510	-1.042824	34.889349	0.000000
131	Spectrogram 1	6	788.970	790.380	4000.0	18000.0	7226.6	Trill	3.105412	7.753647	-1.688019	0.208107	41.332779	0.000000
922	Spectrogram 1	2	794.300	794.330	4000.0	18000.0	4687.5	Tse	8.477798	10.911934	NaN	NaN	32.385360	0.000000
132	Spectrogram 1	6	814.680	815.260	4000.0	18000.0	7421.9	Trill	1.707441	9.577118	-2.297541	2.069171	44.211742	0.000000
133	Spectrogram 1	6	815.300	816.060	4000.0	18000.0	7617.2	Trill	1.377018	11.344756	-2.340054	2.628686	45.683371	0.000000
134	Spectrogram 1	5	822.190	822.290	4000.0	18000.0	4687.5	Trill	0.818023	6.211438	1.839445	-0.463696	30.490033	0.000000
135	Spectrogram 1	6	822.400	822.490	4000.0	18000.0	10351.6	Trill	3.193810	9.313073	-2.620339	1.350549	37.801367	0.000000
136	Spectrogram 1	6	822.660	822.760	4000.0	18000.0	5468.7	Trill	2.732328	7.795485	-2.014556	1.392752	39.438944	0.000000
923	Spectrogram 1	2	832.390	832.510	4000.0	18000.0	5859.4	Twitter	8.757117	14.772587	NaN	NaN	23.168186	0.000000
924	Spectrogram 1	2	835.370	835.440	4000.0	18000.0	4492.2	Trill	8.159823	10.404010	NaN	NaN	29.377622	0.000000
886	Spectrogram 1	1	859.540	859.950	4000.0	18000.0	7812.5	Trill	8.675986	13.906082	NaN	NaN	73.442447	0.000000
925	Spectrogram 1	2	868.110	868.200	4000.0	18000.0	6835.9	Trill	5.104840	9.717576	NaN	NaN	44.232341	0.000000
887	Spectrogram 1	1	873.100	873.470	4000.0	18000.0	7226.6	Trill	5.590561	8.994071	NaN	NaN	49.104725	0.000000
137	Spectrogram 1	6	887.240	887.680	4000.0	18000.0	14453.1	Trill	3.797599	7.811541	-1.257256	0.823000	36.799373	0.000000
138	Spectrogram 1	6	894.460	894.890	4000.0	18000.0	4687.5	Trill	2.800022	6.168785	-1.799089	0.915854	30.495531	0.000000
139	Spectrogram 1	6	911.780	911.860	4000.0	18000.0	7421.9	Trill	2.070981	6.798923	-1.768581	1.971561	28.878021	0.000000
140	Spectrogram 1	6	912.230	912.340	4000.0	18000.0	6445.3	Twitter	-0.286606	7.704898	-0.747951	-0.596509	16.288877	0.000000
926	Spectrogram 1	2	916.300	916.390	4000.0	18000.0	8007.8	Trill	6.331033	10.575288	NaN	NaN	50.370047	0.000000
141	Spectrogram 1	6	928.970	929.400	4000.0	18000.0	4492.2	Trill	6.055318	10.176602	-0.901095	0.262401	45.082534	0.000000
927	Spectrogram 1	2	933.030	933.250	4000.0	18000.0	7226.6	Trill	12.687518	18.113903	NaN	NaN	63.976809	0.000000
888	Spectrogram 1	1	933.750	934.060	4000.0	18000.0	7812.5	Trill	5.672122	10.606613	NaN	NaN	44.696498	0.000000
142	Spectrogram 1	6	947.700	948.050	4000.0	18000.0	5273.4	Trill	6.039699	10.569264	-0.662315	0.494210	43.111560	0.000000
928	Spectrogram 1	2	961.880	961.920	4000.0	18000.0	4492.2	Trill	10.076087	10.719894	NaN	NaN	38.862905	0.000000
143	Spectrogram 1	5	977.840	978.170	4000.0	18000.0	4101.6	Trill	3.063578	10.002128	0.055994	-0.341451	43.353661	0.000000
929	Spectrogram 1	2	977.980	978.280	4000.0	18000.0	7617.2	Trill	5.717218	11.863390	NaN	NaN	53.387092	0.000000
144	Spectrogram 1	6	979.700	979.790	4000.0	18000.0	15429.7	Trill	-0.577563	5.263440	-1.077550	0.043823	38.110097	0.000000
145	Spectrogram 1	5	982.190	982.470	4000.0	18000.0	4492.2	Trill	4.937868	8.150084	0.769749	-1.597188	33.448846	0.000000
146	Spectrogram 1	6	988.890	989.420	4000.0	18000.0	4882.8	Trill	3.964867	7.710848	-1.126947	0.895084	37.232614	0.000000
147	Spectrogram 1	6	996.550	997.050	4000.0	18000.0	4882.8	Trill	2.769223	6.626594	-1.376002	0.789349	31.822638	0.000000
930	Spectrogram 1	2	999.080	999.150	4000.0	18000.0	4296.9	Sd-peep	6.346814	8.562299	NaN	NaN	28.151340	0.000000
931	Spectrogram 1	2	1011.650	1011.790	4000.0	18000.0	8007.8	Trill	5.793516	10.539393	NaN	NaN	48.075961	0.000000
889	Spectrogram 1	1	1021.450	1021.510	4000.0	18000.0	6835.9	Twitter	5.376363	7.569470	NaN	NaN	21.767306	0.000000
932	Spectrogram 1	2	1032.400	1032.880	4000.0	18000.0	7812.5	Trill	9.967077	15.644669	NaN	NaN	62.839276	0.000000
890	Spectrogram 1	1	1038.170	1038.210	4000.0	18000.0	5664.1	Tse	7.747665	11.924803	NaN	NaN	33.633154	0.000000
148	Spectrogram 1	6	1040.580	1041.150	4000.0	18000.0	9375.0	Trill	4.961613	10.110904	-1.933217	1.268331	46.067766	0.000000
149	Spectrogram 1	6	1051.500	1052.170	4000.0	18000.0	10937.5	Trill	1.841881	5.757937	-2.340989	0.594998	31.192484	0.000000
150	Spectrogram 1	6	1092.420	1092.520	4000.0	18000.0	8007.8	Trill	3.976857	7.023757	-1.835014	1.804513	32.927108	0.000000
933	Spectrogram 1	2	1097.400	1097.510	4000.0	18000.0	8398.4	Trill	4.908394	8.012617	NaN	NaN	46.103477	0.000000
151	Spectrogram 1	6	1098.670	1099.300	4000.0	18000.0	4101.6	Trill	2.173751	8.196808	-1.094462	-2.481897	33.622662	0.000000
152	Spectrogram 1	6	1102.490	1102.570	4000.0	18000.0	8007.8	Trill	9.624834	12.459502	-6.878843	1.878149	68.020938	0.000000
153	Spectrogram 1	6	1102.610	1102.670	4000.0	18000.0	7617.2	Trill	7.601542	10.323402	-8.117189	2.032802	53.434668	0.000000
934	Spectrogram 1	2	1107.790	1108.220	4000.0	18000.0	8203.1	Trillphee	6.286814	12.967760	NaN	NaN	66.908291	0.000000
154	Spectrogram 1	5	1110.900	1110.960	4000.0	18000.0	7226.6	Trill	5.181280	7.341409	12.372257	7.390714	40.243054	0.000000
155	Spectrogram 1	6	1111.520	1111.620	4000.0	18000.0	7812.5	Trill	2.241444	7.033801	-4.350048	1.914182	31.774463	0.000000
156	Spectrogram 1	5	1116.510	1116.550	4000.0	18000.0	7031.2	Trill	3.578143	6.393393	3.032463	3.855613	29.008078	0.000000
157	Spectrogram 1	6	1118.220	1118.440	4000.0	18000.0	8007.8	Trill	7.582722	9.869136	-2.561241	0.611902	53.453304	0.000000
158	Spectrogram 1	6	1130.750	1130.810	4000.0	18000.0	12500.0	Trill	3.107213	5.671203	-0.804711	-1.876675	29.942741	0.000000
935	Spectrogram 1	2	1133.250	1133.370	4000.0	18000.0	4101.6	Sd-peep	10.333468	13.693322	NaN	NaN	31.662653	0.000000
159	Spectrogram 1	6	1136.690	1136.750	4000.0	18000.0	12500.0	Trill	1.695250	4.134486	-4.528291	0.350424	28.267069	0.000000
936	Spectrogram 1	2	1136.830	1136.920	4000.0	18000.0	7226.6	Trill	6.412986	11.873955	NaN	NaN	49.973813	0.000000
160	Spectrogram 1	6	1143.950	1144.040	4000.0	18000.0	14648.4	Trill	2.654069	6.307419	-3.288109	0.830322	28.751762	0.000000
937	Spectrogram 1	2	1159.760	1159.800	4000.0	18000.0	5664.1	Sd-peep	9.404977	10.591076	NaN	NaN	32.298748	0.000000
938	Spectrogram 1	2	1174.550	1175.890	4000.0	18000.0	8789.1	Trillphee	7.059472	15.933732	NaN	NaN	70.107885	0.000000
161	Spectrogram 1	5	1180.560	1181.020	4000.0	18000.0	7421.9	Trill	7.225157	11.593577	0.357502	-1.032581	53.511304	0.000000
